operationId,tags,url
detachSolutionComponentActor,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-roles/{solutionRoleGUID}/solution-component-actors/{solutionComponentGUID}/detach
linkSolutionComponentActor,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-roles/{solutionRoleGUID}/solution-component-actors/{dataFieldGUID}/attach
createSolutionComponent,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-components
detachSolutionLinkingWire,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-components/{solutionComponentOneGUID}/wired-to/{solutionComponentTwoGUID}/detach
linkSolutionLinkingWire,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-components/{solutionComponentOneGUID}/wired-to/{solutionComponentTwoGUID}/attach
updateSolutionComponent,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-components/{solutionComponentGUID}/update
linkSubcomponent,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-components/{solutionComponentGUID}/subcomponents/{subcomponentGUID}/attach
getSolutionComponentByGUID,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-components/{solutionComponentGUID}/retrieve
getSolutionComponentImplementations,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-components/{solutionComponentGUID}/implementations
deleteSolutionComponent,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-components/{solutionComponentGUID}/delete
detachSubcomponent,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-components/{parentSolutionComponentGUID}/subcomponents/{subcomponentGUID}/detach
createSolutionComponentFromTemplate,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-components/from-template
findSolutionComponents,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-components/by-search-string
getSolutionComponentsByName,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-components/by-name
createSolutionBlueprint,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-blueprints
updateSolutionBlueprint,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-blueprints/{solutionBlueprintGUID}/update
getSolutionBlueprintByGUID,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-blueprints/{solutionBlueprintGUID}/retrieve
deleteSolutionBlueprint,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-blueprints/{solutionBlueprintGUID}/delete
detachSolutionComponentFromBlueprint,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-blueprints/{parentSolutionBlueprintGUID}/solution-components/{solutionComponentGUID}/detach
linkSolutionComponentToBlueprint,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-blueprints/{parentSolutionBlueprintGUID}/solution-components/{solutionComponentGUID}/attach
createSolutionBlueprintFromTemplate,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-blueprints/from-template
findSolutionBlueprints,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-blueprints/by-search-string
getSolutionBlueprintsByName,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/solution-blueprints/by-name
createInformationSupplyChain,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/information-supply-chains
unlinkPeerInformationSupplyChains,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/information-supply-chains/{peerOneGUID}/peer-links/{peerTwoGUID}/detach
linkPeersInInformationSupplyChain,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/information-supply-chains/{peerOneGUID}/peer-links/{peerTwoGUID}/attach
updateInformationSupplyChain,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/information-supply-chains/{informationSupplyChainGUID}/update
getInformationSupplyChainByGUID,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/information-supply-chains/{informationSupplyChainGUID}/retrieve
deleteInformationSupplyChain,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/information-supply-chains/{informationSupplyChainGUID}/delete
decomposeInformationSupplyChains,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/information-supply-chains/{informationSupplyChainGUID}/compositions/{nestedInformationSupplyChainGUID}/detach
composeInformationSupplyChains,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/information-supply-chains/{informationSupplyChainGUID}/compositions/{nestedInformationSupplyChainGUID}/attach
createInformationSupplyChainFromTemplate,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/information-supply-chains/from-template
findInformationSupplyChains,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/information-supply-chains/by-search-string
getInformationSupplyChainsByName,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/information-supply-chains/by-name
detachSolutionDesign,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/elements/{parentGUID}/solution-designs/{solutionBlueprintGUID}/detach
linkSolutionDesign,API: Solution Architect,/servers/{serverName}/api/open-metadata/solution-architect/elements/{parentGUID}/solution-designs/{solutionBlueprintGUID}/attach
detachGovernanceZones,API: Security Officer,/servers/{serverName}/api/open-metadata/security-officer/governance-zones/{parentGovernanceZoneGUID}/governance-zone-hierarchies/{memberDataFieldGUID}/detach
linkGovernanceZones,API: Security Officer,/servers/{serverName}/api/open-metadata/security-officer/governance-zones/{governanceZoneGUID}/governance-zone-hierarchies/{nestedGovernanceZoneGUID}/attach
getServerByGUID,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/software-servers/{serverGUID}
getServersByName,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/software-servers/by-name
getServersByDeployedImplType,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/software-servers/by-deployed-implementation-type
getPlatformByGUID,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/platforms/{platformGUID}
getPlatformsByName,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/platforms/by-name
getPlatformsByDeployedImplType,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/platforms/by-deployed-implementation-type
activateWithStoredConfig,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/omag-servers/{serverGUID}/instance
shutdownServer,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/omag-servers/{serverGUID}/instance
createMetadataRepositoryCohort,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/metadata-repository-cohorts
updateMetadataRepositoryCohort,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/metadata-repository-cohorts/{metadataRepositoryCohortGUID}/update
getMetadataRepositoryCohortByGUID,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/metadata-repository-cohorts/{metadataRepositoryCohortGUID}/retrieve
deleteMetadataRepositoryCohort,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/metadata-repository-cohorts/{metadataRepositoryCohortGUID}/delete
detachCohortMember,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/metadata-repository-cohorts/{cohortGUID}/cohort-members/{cohortMemberGUID}/detach
linkCohortMember,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/metadata-repository-cohorts/{cohortGUID}/cohort-members/{cohortMemberGUID}/attach
createMetadataRepositoryCohortFromTemplate,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/metadata-repository-cohorts/from-template
findMetadataRepositoryCohorts,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/metadata-repository-cohorts/by-search-string
getMetadataRepositoryCohortsByName,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/metadata-repository-cohorts/by-name
addOpenMetadataArchiveFile,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/omag-servers/{serverGUID}/instance/load/open-metadata-archives/file
addOpenMetadataArchiveFile_1,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/metadata-access-stores/{serverGUID}/instance/load/open-metadata-archives/file
addOpenMetadataArchive,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/omag-servers/{serverGUID}/instance/load/open-metadata-archives/archive-content
addOpenMetadataArchive_1,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/metadata-access-stores/{serverGUID}/instance/load/open-metadata-archives/archive-content
publishOpenLineageEvent_1,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/integration-daemons/{serverGUID}/open-lineage-events/publish-event
publishOpenLineageEvent_2,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/integration-daemons/{serverGUID}/open-lineage-events/publish-event-string
updateEndpointNetworkAddress_1,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/integration-daemons/{serverGUID}/integration-connectors/{connectorName}/endpoint-network-address
updateConnectorConnection_1,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/integration-daemons/{serverGUID}/integration-connectors/{connectorName}/connection
restartConnectors_1,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/integration-daemons/{serverGUID}/integration-connectors/restart
refreshConnectors_1,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/integration-daemons/{serverGUID}/integration-connectors/refresh
updateConfigurationProperties_1,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/integration-daemons/{serverGUID}/integration-connectors/configuration-properties
unregisterFromCohortGet,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/cohort-members/{serverGUID}/cohorts/{cohortName}/unregister
unregisterFromCohortPost,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/cohort-members/{serverGUID}/cohorts/{cohortName}/unregister
disconnectFromCohortGet,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/cohort-members/{serverGUID}/cohorts/{cohortName}/disconnect
disconnectFromCohortPost,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/cohort-members/{serverGUID}/cohorts/{cohortName}/disconnect
connectToCohortGet,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/cohort-members/{serverGUID}/cohorts/{cohortName}/connect
connectToCohortPost,API: Runtime Manager,/servers/{serverName}/api/open-metadata/runtime-manager/cohort-members/{serverGUID}/cohorts/{cohortName}/connect
detachMappedValidValues,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-values/{validValueDefinitionOneGUID}/mapped-valid-values/{validValueDefinitionTwoGUID}/detach
linkMappedValidValues,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-values/{validValueDefinitionOneGUID}/mapped-valid-values/{validValueDefinitionTwoGUID}/attach
detachConsistentValidValues,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-values/{validValueDefinitionOneGUID}/consistent-valid-values/{validValueDefinitionTwoGUID}/detach
linkConsistentValidValues,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-values/{validValueDefinitionOneGUID}/consistent-valid-values/{validValueDefinitionTwoGUID}/attach
detachAssociatedValidValues,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-values/{validValueDefinitionOneGUID}/associated-valid-values/{validValueDefinitionTwoGUID}/detach
linkAssociatedValidValues,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-values/{validValueDefinitionOneGUID}/associated-valid-values/{validValueDefinitionTwoGUID}/attach
detachValidValueMember,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-values/{validValueDefinitionGUID}/members/{nestedValidValueDefinitionGUID}/detach
linkValidValueMember,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-values/{validValueDefinitionGUID}/members/{nestedValidValueDefinitionGUID}/attach
detachValidValueImplementation,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-values/{validValueDefinitionGUID}/implementation/elements/{elementGUID}/detach
linkValidValueImplementation,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-values/{validValueDefinitionGUID}/implementation/elements/{elementGUID}/attach
createValidValueDefinition,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-value-definitions
updateValidValueDefinition,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-value-definitions/{validValueDefinitionGUID}/update
getValidValueDefinitionByGUID,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-value-definitions/{validValueDefinitionGUID}/retrieve
deleteValidValueDefinition,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-value-definitions/{validValueDefinitionGUID}/delete
createValidValueDefinitionFromTemplate,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-value-definitions/from-template
findValidValueDefinitions,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-value-definitions/by-search-string
getValidValueDefinitionsByName,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/valid-value-definitions/by-name
detachValidValuesAssignment,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/elements/{elementGUID}/valid-values-assignment/{validValueDefinitionGUID}/detach
linkValidValuesAssignment,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/elements/{elementGUID}/valid-values-assignment/{validValueDefinitionGUID}/attach
detachReferenceValueAssignment,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/elements/{elementGUID}/reference-value-assignment/{validValueDefinitionGUID}/detach
linkReferenceValueAssignment,API: Reference Data,/servers/{serverName}/api/open-metadata/reference-data/elements/{elementGUID}/reference-value-assignment/{validValueDefinitionGUID}/attach
createProject,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects
getProject,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}
updateProject,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}/update
getProjectTeam,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}/team
createTaskProject,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}/task
clearProjectHierarchy,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}/project-hierarchies/{managedProjectGUID}/detach
setupProjectHierarchy,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}/project-hierarchies/{managedProjectGUID}/attach
clearProjectDependency,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}/project-dependencies/{dependsOnProjectGUID}/detach
setupProjectDependency,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}/project-dependencies/{dependsOnProjectGUID}/attach
removeFromProjectTeam,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}/members/{actorGUID}/detach
addToProjectTeam,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}/members/{actorGUID}/attach
getProjectHierarchy,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}/hierarchy
getProjectGraph,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}/graph
deleteProject,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/{projectGUID}/delete
createProjectFromTemplate,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/from-template
findProjects,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/by-search-string
getProjectsByName,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/by-name
getClassifiedProjects,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/projects/by-classifications
getLinkedProjects,API: Project Manager,/servers/{serverName}/api/open-metadata/project-manager/metadata-elements/{parentGUID}/projects
detachProductManager,API: Product Manager,/servers/{serverName}/api/open-metadata/product-manager/digital-products/{digitalProductGUID}/product-managers/{digitalProductManagerRoleGUID}/detach
linkProductManager,API: Product Manager,/servers/{serverName}/api/open-metadata/product-manager/digital-products/{digitalProductGUID}/product-managers/{digitalProductManagerRoleGUID}/attach
detachDigitalProductDependency,API: Product Manager,/servers/{serverName}/api/open-metadata/product-manager/digital-products/{consumerDigitalProductGUID}/product-dependencies/{consumedDigitalProductGUID}/detach
linkDigitalProductDependency,API: Product Manager,/servers/{serverName}/api/open-metadata/product-manager/digital-products/{consumerDigitalProductGUID}/product-dependencies/{consumedDigitalProductGUID}/attach
detachTeamStructure,API: People Organizer,/servers/{serverName}/api/open-metadata/people-organizer/actor-profiles/{superTeamGUID}/team-structures/{subteamGUID}/detach
linkTeamStructure,API: People Organizer,/servers/{serverName}/api/open-metadata/people-organizer/actor-profiles/{superTeamGUID}/team-structures/{subteamGUID}/attach
detachPeerPerson,API: People Organizer,/servers/{serverName}/api/open-metadata/people-organizer/actor-profiles/{personOneGUID}/peer-persons/{personTwoGUID}/detach
linkPeerPerson,API: People Organizer,/servers/{serverName}/api/open-metadata/people-organizer/actor-profiles/{personOneGUID}/peer-persons/{personTwoGUID}/attach
detachNotificationSubscriber,API: Notification Manager,/servers/{serverName}/api/open-metadata/notification-manager/notification-types/{notificationTypeGUID}/notification-subscribers/{elementGUID}/detach
linkNotificationSubscriber,API: Notification Manager,/servers/{serverName}/api/open-metadata/notification-manager/notification-types/{notificationTypeGUID}/notification-subscribers/{elementGUID}/attach
detachMonitoredResource,API: Notification Manager,/servers/{serverName}/api/open-metadata/notification-manager/notification-types/{notificationTypeGUID}/monitored-resources/{elementGUID}/detach
linkMonitoredResource,API: Notification Manager,/servers/{serverName}/api/open-metadata/notification-manager/notification-types/{notificationTypeGUID}/monitored-resources/{elementGUID}/attach
getMyProfile,API: My Profile,/servers/{serverName}/api/open-metadata/my-profile
addMyProfile,API: My Profile,/servers/{serverName}/api/open-metadata/my-profile
getMyResources,API: My Profile,/servers/{serverName}/api/open-metadata/my-profile/assigned-resources
getMyActors,API: My Profile,/servers/{serverName}/api/open-metadata/my-profile/actors
getMyUserIdentities,API: My Profile,/servers/{serverName}/api/open-metadata/my-profile/actors/user-identities
getMyRoles,API: My Profile,/servers/{serverName}/api/open-metadata/my-profile/actors/assigned-roles
createLocation,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/locations
detachPeerLocations,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/locations/{locationOneGUID}/adjacent-locations/{locationTwoGUID}/detach
linkPeerLocation,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/locations/{locationOneGUID}/adjacent-locations/{locationTwoGUID}/attach
updateLocation,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/locations/{locationGUID}/update
getLocationByGUID,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/locations/{locationGUID}/retrieve
detachNestedLocation,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/locations/{locationGUID}/nested-locations/{nestedLocationGUID}/detach
linkNestedLocation,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/locations/{locationGUID}/nested-locations/{nestedLocationGUID}/attach
deleteLocation,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/locations/{locationGUID}/delete
createLocationFromTemplate,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/locations/from-template
findLocations,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/locations/by-search-string
getLocationsByName,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/locations/by-name
detachKnownLocation,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/elements/{elementGUID}/known-locations/{locationGUID}/detach
linkKnownLocation,API: Location Arena,/servers/{serverName}/api/open-metadata/location-arena/elements/{elementGUID}/known-locations/{locationGUID}/attach
setGlossaryAsTaxonomy,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/{glossaryGUID}/is-taxonomy
clearGlossaryAsTaxonomy,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/{glossaryGUID}/is-taxonomy/remove
setGlossaryAsCanonical,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/{glossaryGUID}/is-canonical-vocabulary
clearGlossaryAsCanonical,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/{glossaryGUID}/is-canonical-vocabulary/remove
createGlossaryTerm,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms
setupTermRelationship,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermOneGUID}/relationships/{relationshipTypeName}/terms/{glossaryTermTwoGUID}
updateTermRelationship,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermOneGUID}/relationships/{relationshipTypeName}/terms/{glossaryTermTwoGUID}/update
clearTermRelationship,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermOneGUID}/relationships/{relationshipTypeName}/terms/{glossaryTermTwoGUID}/remove
getGlossaryTermByGUID,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}
updateGlossaryTerm,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}/update
updateGlossaryTermFromTemplate,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}/update/from-template/{templateGUID}
moveGlossaryTerm,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}/move-to/{glossaryGUID}
setTermAsDataValue,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}/is-data-value
clearTermAsDataValue,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}/is-data-value/remove
setTermAsContext,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}/is-context-definition
clearTermAsContext,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}/is-context-definition/delete
setTermAsActivity,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}/is-activity
clearTermAsActivity,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}/is-activity/remove
setTermAsAbstractConcept,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}/is-abstract-concept
clearTermAsAbstractConcept,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}/is-abstract-concept/delete
deleteGlossaryTerm,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/{glossaryTermGUID}/delete
createGlossaryTermFromTemplate,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/from-template/{templateGUID}
findGlossaryTerms,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/by-search-string
getGlossaryTermsByName,API: Glossary Manager,/servers/{serverName}/api/open-metadata/glossary-manager/glossaries/terms/by-name
setBusinessSignificant,API: Digital Business,/servers/{serverName}/api/open-metadata/digital-business/elements/{elementGUID}/business-significant
clearBusinessSignificance,API: Digital Business,/servers/{serverName}/api/open-metadata/digital-business/elements/{elementGUID}/business-significant/remove
detachDigitalSupport,API: Digital Business,/servers/{serverName}/api/open-metadata/digital-business/business-capabilities/{businessCapabilityGUID}/digital-support/{elementGUID}/detach
linkDigitalSupport,API: Digital Business,/servers/{serverName}/api/open-metadata/digital-business/business-capabilities/{businessCapabilityGUID}/digital-support/{elementGUID}/attach
detachBusinessCapabilityDependency,API: Digital Business,/servers/{serverName}/api/open-metadata/digital-business/business-capabilities/{businessCapabilityGUID}/dependencies/{supportingBusinessCapabilityGUID}/detach
linkBusinessCapabilityDependency,API: Digital Business,/servers/{serverName}/api/open-metadata/digital-business/business-capabilities/{businessCapabilityGUID}/dependencies/{supportingBusinessCapabilityGUID}/attach
getNewAnnotations,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/survey-reports/{surveyReportGUID}/new-annotations
detachAnnotationFromReport,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/survey-reports/{surveyReportGUID}/new-annotations/{newAnnotationGUID}/detach
attachAnnotationToReport,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/survey-reports/{surveyReportGUID}/new-annotations/{newAnnotationGUID}/attach
getAnnotationsForElement,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/elements/{elementGUID}/associated-annotations
detachAnnotationFromDescribedElement,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/elements/{elementGUID}/associated-annotations/{annotationGUID}/detach
linkAnnotationToDescribedElement,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/elements/{elementGUID}/associated-annotations/{annotationGUID}/attach
createAnnotation,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations
detachAnnotationFromItsPredecessor,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{previousAnnotationGUID}/later-annotations/{newAnnotationGUID}/detach
linkAnnotationToItsPredecessor,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{previousAnnotationGUID}/later-annotations/{newAnnotationGUID}/attach
updateAnnotation,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/update
getAnnotationByGUID,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/retrieve
detachResourceProfileData,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/resource-profile-data-assets/{assetGUID}/detach
linkResourceProfileData,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/resource-profile-data-assets/{assetGUID}/attach
detachRequestForActionTarget,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/request-for-action-targets/{elementGUID}/detach
linkRequestForActionTarget,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/request-for-action-targets/{elementGUID}/attach
getPreviousAnnotations,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/previous-annotations
detachDataClassMatch,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/matched-data-classes/{dataClassGUID}/detach
linkDataClassMatch,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/matched-data-classes/{dataClassGUID}/attach
detachDiscoveredSchemaType,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/discovered-schema-type/{schemaTypeGUID}/detach
linkDiscoveredSchemaType,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/discovered-schema-type/{schemaTypeGUID}/attach
deleteAnnotation,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/delete
getAnnotationExtensions,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/{annotationGUID}/annotation-extensions
createAnnotationFromTemplate,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/from-template
findAnnotations,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/by-search-string
getAnnotationsByName,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/by-name
